trigger_team,2up_triggered,comeback_occurred
Reading,True,False
Wigan,False,False
Shrewsbury,False,False
Peterboro,False,False
Wycombe,False,False
Port Vale,False,False
Leyton Orient,False,False
Charlton,False,False
Bristol Rvs,False,False
Portsmouth,False,False
Burton,False,False
Blackpool,False,False
Cheltenham,True,False
Shrewsbury,False,False
Exeter,False,False
Wycombe,False,False
Fleetwood Town,False,False
Carlisle,False,False
Lincoln,False,False
Bolton,False,False
Oxford,False,False
Cambridge,False,False
Peterboro,False,False
Reading,False,False
Port Vale,False,False
Barnsley,False,False
Stevenage,True,False
Northampton,False,False
Wigan,False,False
Derby,False,False
Wigan,True,False
Carlisle,False,False
Bristol Rvs,False,False
Charlton,False,False
Burton,False,False
Shrewsbury,False,False
Cheltenham,False,False
Reading,False,False
Exeter,False,False
Portsmouth,False,False
Fleetwood Town,False,False
Bolton,True,False
Leyton Orient,False,False
Wycombe,False,False
Lincoln,False,False
Northampton,False,False
Oxford,False,False
Derby,False,False
Peterboro,False,False
Barnsley,False,False
Port Vale,True,False
Blackpool,False,False
Barnsley,False,False
Wigan,False,False
Blackpool,True,False
Lincoln,False,False
Bolton,False,False
Burton,False,False
Cambridge,False,False
Leyton Orient,True,False
Carlisle,False,False
Port Vale,False,False
Charlton,False,False
Oxford,False,False
Derby,False,False
Peterboro,False,False
Northampton,False,False
Cheltenham,False,False
Portsmouth,False,False
Stevenage,False,False
Reading,False,False
Exeter,False,False
Shrewsbury,True,False
Fleetwood Town,False,False
Wycombe,False,False
Bristol Rvs,False,False
Fleetwood Town,False,False
Derby,True,False
Burton,False,False
Wycombe,False,False
Cheltenham,False,False
Portsmouth,False,False
Exeter,False,False
Carlisle,False,False
Port Vale,False,False
Charlton,False,False
Barnsley,False,False
Bristol Rvs,False,False
Blackpool,True,False
Exeter,False,False
Cambridge,False,False
Fleetwood Town,False,False
Carlisle,False,False
Oxford,True,False
Charlton,False,False
Peterboro,False,False
Northampton,False,False
Wigan,False,False
Portsmouth,False,False
Leyton Orient,True,False
Shrewsbury,False,False
Stevenage,False,False
Wycombe,False,False
Lincoln,False,False
Derby,False,False
Burton,False,False
Barnsley,False,False
Carlisle,False,False
Bristol Rvs,False,False
Blackpool,False,False
Burton,True,False
Charlton,False,False
Exeter,False,False
Cambridge,False,False
Fleetwood Town,False,False
Portsmouth,False,False
Leyton Orient,False,False
Bolton,False,False
Lincoln,False,False
Derby,False,False
Peterboro,False,False
Shrewsbury,False,False
Wigan,False,False
Reading,False,False
Bolton,False,False
Cheltenham,False,False
Bristol Rvs,False,False
Exeter,False,False
Charlton,False,False
Northampton,False,False
Oxford,False,False
Barnsley,False,False
Wigan,False,False
Wycombe,False,False
Reading,False,False
Derby,False,False
Barnsley,False,False
Exeter,False,False
Blackpool,False,False
Charlton,False,False
Bristol Rvs,True,False
Oxford,False,False
Cambridge,False,False
Burton,False,False
Carlisle,False,False
Bolton,True,False
Derby,False,False
Cheltenham,False,False
Lincoln,False,False
Peterboro,False,False
Northampton,False,False
Shrewsbury,True,False
Port Vale,False,False
Portsmouth,False,False
Reading,False,False
Leyton Orient,False,False
Wigan,False,False
Stevenage,False,False
Wycombe,False,False
Fleetwood Town,False,False
Oxford,False,False
Portsmouth,False,False
Oxford,False,False
Reading,False,False
Bolton,False,False
Barnsley,False,False
Burton,False,False
Lincoln,False,False
Charlton,False,False
Derby,False,False
Cheltenham,False,False
Wycombe,True,False
Exeter,False,False
Bristol Rvs,False,False
Fleetwood Town,True,False
Port Vale,False,False
Leyton Orient,False,False
Carlisle,False,False
Peterboro,False,False
Wigan,False,False
Portsmouth,True,False
Northampton,False,False
Shrewsbury,False,False
Cambridge,False,False
Stevenage,False,False
Blackpool,False,False
Bristol Rvs,False,False
Fleetwood Town,True,False
Exeter,False,False
Peterboro,False,False
Port Vale,False,False
Leyton Orient,False,False
Stevenage,False,False
Reading,False,False
Barnsley,False,False
Leyton Orient,False,False
Blackpool,False,False
Oxford,False,False
Bristol Rvs,False,False
Burton,False,False
Cambridge,False,False
Cheltenham,False,False
Carlisle,False,False
Portsmouth,False,False
Derby,False,False
Shrewsbury,False,False
Lincoln,False,False
Fleetwood Town,False,False
Northampton,False,False
Bolton,False,False
Port Vale,False,False
Stevenage,False,False
Reading,True,False
Charlton,False,False
Wigan,False,False
Exeter,False,False
Wycombe,True,False
Peterboro,False,False
Bolton,False,False
Wycombe,False,False
Charlton,False,False
Lincoln,False,False
Cheltenham,True,False
Blackpool,False,False
Exeter,False,False
Derby,True,False
Fleetwood Town,False,False
Reading,False,False
Leyton Orient,False,False
Northampton,False,False
Oxford,True,False
Wigan,False,False
Portsmouth,True,False
Cambridge,False,False
Shrewsbury,False,False
Barnsley,False,False
Stevenage,False,False
Bristol Rvs,False,False
Bolton,False,False
Charlton,False,False
Carlisle,False,False
Cambridge,True,False
Cheltenham,False,False
Port Vale,False,False
Derby,False,False
Stevenage,False,False
Fleetwood Town,False,False
Barnsley,False,False
Leyton Orient,False,False
Burton,False,False
Lincoln,False,False
Exeter,False,False
Northampton,True,False
Bristol Rvs,False,False
Peterboro,False,False
Blackpool,False,False
Portsmouth,True,False
Reading,False,False
Shrewsbury,False,False
Wigan,False,False
Wycombe,False,False
Oxford,False,False
Cambridge,False,False
Bolton,False,False
Oxford,False,False
Northampton,False,False
Reading,True,False
Port Vale,False,False
Wigan,False,False
Cheltenham,False,False
Cambridge,False,False
Peterboro,False,False
Barnsley,False,False
Derby,False,False
Blackpool,True,False
Bolton,False,False
Bristol Rvs,False,False
Carlisle,False,False
Burton,False,False
Northampton,True,False
Charlton,False,False
Portsmouth,False,False
Exeter,False,False
Fleetwood Town,False,False
Oxford,False,False
Leyton Orient,False,False
Port Vale,False,False
Lincoln,True,False
Reading,False,False
Shrewsbury,False,False
Stevenage,False,False
Wycombe,False,False
Burton,False,False
Carlisle,False,False
Derby,False,False
Charlton,False,False
Leyton Orient,False,False
Blackpool,False,False
Lincoln,True,False
Shrewsbury,False,False
Port Vale,False,False
Fleetwood Town,False,False
Stevenage,False,False
Cambridge,False,False
Wigan,False,False
Bolton,False,False
Wycombe,True,False
Cheltenham,False,False
Bolton,True,False
Cambridge,False,False
Carlisle,False,False
Reading,True,False
Cheltenham,False,False
Burton,False,False
Derby,True,False
Port Vale,False,False
Fleetwood Town,True,False
Wigan,False,False
Leyton Orient,False,False
Bristol Rvs,False,False
Lincoln,False,False
Stevenage,False,False
Northampton,False,False
Charlton,False,False
Peterboro,False,False
Exeter,False,False
Portsmouth,False,False
Oxford,False,False
Shrewsbury,False,False
Blackpool,True,False
Wycombe,False,False
Barnsley,True,False
Barnsley,False,False
Bolton,False,False
Cheltenham,False,False
Charlton,True,False
Peterboro,True,False
Northampton,False,False
Barnsley,False,False
Lincoln,True,False
Blackpool,False,False
Portsmouth,False,False
Bristol Rvs,False,False
Derby,True,False
Burton,False,False
Peterboro,True,False
Cambridge,False,False
Northampton,False,False
Charlton,False,False
Carlisle,False,False
Exeter,False,False
Bolton,False,False
Oxford,False,False
Cheltenham,False,False
Port Vale,False,False
Shrewsbury,False,False
Reading,False,False
Wycombe,False,False
Stevenage,False,False
Fleetwood Town,False,False
Wigan,False,False
Leyton Orient,False,False
Carlisle,False,False
Barnsley,False,False
Derby,False,False
Reading,False,False
Fleetwood Town,False,False
Bristol Rvs,False,False
Leyton Orient,False,False
Port Vale,False,False
Lincoln,True,False
Cambridge,False,False
Northampton,False,False
Blackpool,False,False
Portsmouth,False,False
Burton,False,False
Shrewsbury,False,False
Exeter,True,False
Wycombe,False,False
Wigan,False,False
Bolton,True,False
Oxford,False,False
Peterboro,True,False
Stevenage,False,False
Barnsley,False,False
Cheltenham,False,False
Derby,False,False
Bolton,False,False
Exeter,False,False
Burton,False,False
Fleetwood Town,False,False
Charlton,False,False
Lincoln,True,False
Bristol Rvs,False,False
Peterboro,False,False
Portsmouth,False,False
Port Vale,False,False
Oxford,True,False
Reading,True,False
Cambridge,False,False
Shrewsbury,False,False
Carlisle,False,False
Stevenage,False,False
Leyton Orient,False,False
Wigan,False,False
Blackpool,False,False
Wycombe,True,False
Northampton,False,False
Burton,False,False
Port Vale,False,False
Carlisle,False,False
Stevenage,False,False
Northampton,False,False
Derby,False,False
Barnsley,False,False
Cambridge,True,False
Derby,False,False
Blackpool,False,False
Exeter,False,False
Charlton,False,False
Fleetwood Town,False,False
Cheltenham,False,False
Lincoln,False,False
Leyton Orient,False,False
Peterboro,False,False
Carlisle,True,False
Port Vale,True,False
Bristol Rvs,False,False
Reading,False,False
Northampton,False,False
Shrewsbury,False,False
Oxford,False,False
Stevenage,False,False
Bolton,False,False
Wigan,False,False
Burton,False,False
Wycombe,False,False
Portsmouth,True,False
Blackpool,False,False
Wycombe,False,False
Bolton,True,False
Reading,False,False
Bristol Rvs,False,False
Shrewsbury,False,False
Burton,False,False
Barnsley,True,False
Cambridge,True,False
Wigan,False,False
Carlisle,False,False
Lincoln,True,False
Charlton,False,False
Stevenage,False,False
Cheltenham,False,False
Exeter,False,False
Leyton Orient,False,False
Peterboro,False,False
Northampton,True,False
Port Vale,False,False
Oxford,True,False
Fleetwood Town,False,False
Portsmouth,False,False
Derby,False,False
Blackpool,False,False
Cambridge,False,False
Bristol Rvs,False,False
Bolton,True,False
Burton,False,False
Oxford,True,False
Charlton,False,False
Barnsley,False,False
Exeter,False,False
Stevenage,False,False
Leyton Orient,True,False
Cheltenham,False,False
Northampton,True,False
Carlisle,False,False
Portsmouth,True,False
Shrewsbury,False,False
Reading,False,False
Lincoln,False,False
Wigan,False,False
Port Vale,False,False
Blackpool,False,False
Fleetwood Town,False,False
Bristol Rvs,False,False
Reading,True,False
Charlton,False,False
Wigan,False,False
Cheltenham,False,False
Carlisle,False,False
Leyton Orient,False,False
Exeter,False,False
Stevenage,False,False
Barnsley,False,False
Peterboro,True,False
Port Vale,False,False
Wycombe,False,False
Derby,False,False
Barnsley,False,False
Reading,False,False
Bolton,False,False
Portsmouth,False,False
Cambridge,False,False
Charlton,False,False
Carlisle,False,False
Blackpool,False,False
Cheltenham,False,False
Bristol Rvs,True,False
Derby,True,False
Leyton Orient,False,False
Fleetwood Town,True,False
Northampton,False,False
Lincoln,False,False
Wigan,False,False
Oxford,True,False
Peterboro,False,False
Port Vale,False,False
Exeter,True,False
Shrewsbury,False,False
Wycombe,True,False
Stevenage,False,False
Burton,False,False
Bolton,False,False
Shrewsbury,False,False
Bristol Rvs,False,False
Cambridge,False,False
Burton,False,False
Cheltenham,False,False
Oxford,False,False
Lincoln,False,False
Peterboro,True,False
Fleetwood Town,False,False
Port Vale,False,False
Wycombe,False,False
Portsmouth,False,False
Barnsley,False,False
Oxford,False,False
Stevenage,False,False
Northampton,False,False
Exeter,False,False
Blackpool,False,False
Barnsley,False,False
Bolton,True,False
Port Vale,False,False
Bristol Rvs,False,False
Peterboro,True,False
Burton,False,False
Reading,False,False
Cambridge,False,False
Derby,False,False
Carlisle,False,False
Wycombe,True,False
Charlton,False,False
Shrewsbury,False,False
Cheltenham,False,False
Lincoln,False,False
Leyton Orient,False,False
Fleetwood Town,False,False
Portsmouth,False,False
Wigan,False,False
Cambridge,False,False
Wycombe,False,False
Cheltenham,True,False
Peterboro,False,False
Barnsley,False,False
Northampton,False,False
Derby,True,False
Carlisle,False,False
Exeter,False,False
Oxford,False,False
Fleetwood Town,True,False
Burton,False,False
Lincoln,False,False
Portsmouth,True,False
Peterboro,False,False
Bolton,False,False
Port Vale,False,False
Cambridge,False,False
Reading,False,False
Blackpool,False,False
Shrewsbury,False,False
Leyton Orient,True,False
Stevenage,False,False
Cheltenham,False,False
Wigan,True,False
Bristol Rvs,False,False
Wycombe,False,False
Charlton,False,False
Accrington,True,False
Newport County,False,False
Crawley Town,False,False
Bradford,False,False
Crewe,False,False
Mansfield,False,False
Doncaster,False,False
Harrogate,False,False
Forest Green,False,False
Salford,True,False
Grimsby,False,False
AFC Wimbledon,False,False
Morecambe,False,False
Walsall,False,False
Stockport,False,False
Gillingham,False,False
Sutton,True,False
Notts County,False,False
Tranmere,False,False
Barrow,False,False
Wrexham,False,False
Milton Keynes Dons,True,False
AFC Wimbledon,False,False
Wrexham,False,False
Barrow,False,False
Sutton,False,False
Bradford,False,False
Colchester,False,False
Gillingham,False,False
Accrington,False,False
Harrogate,False,False
Forest Green,False,False
Mansfield,True,False
Morecambe,False,False
Milton Keynes Dons,False,False
Tranmere,False,False
Newport County,True,False
Doncaster,False,False
Notts County,False,False
Grimsby,False,False
Salford,False,False
Crawley Town,False,False
Swindon,False,False
Crewe,False,False
Walsall,False,False
Stockport,False,False
Accrington,False,False
Barrow,False,False
Colchester,False,False
AFC Wimbledon,True,False
Crawley Town,False,False
Milton Keynes Dons,False,False
Crewe,True,False
Newport County,False,False
Doncaster,False,False
Mansfield,False,False
Forest Green,False,False
Swindon,False,False
Grimsby,True,False
Salford,False,False
Morecambe,False,False
Notts County,False,False
Stockport,False,False
Bradford,False,False
Sutton,False,False
Gillingham,False,False
Tranmere,True,False
Harrogate,False,False
Wrexham,True,False
Walsall,False,False
Accrington,False,False
Harrogate,False,False
Colchester,False,False
Milton Keynes Dons,False,False
Crawley Town,False,False
Gillingham,False,False
Crewe,False,False
Walsall,False,False
Doncaster,False,False
Notts County,True,False
Forest Green,False,False
Newport County,True,False
Grimsby,False,False
Mansfield,False,False
Morecambe,True,False
Bradford,False,False
Stockport,False,False
Barrow,False,False
Sutton,False,False
AFC Wimbledon,True,False
Tranmere,False,False
Salford,False,False
Wrexham,False,False
Swindon,False,False
AFC Wimbledon,False,False
Forest Green,False,False
Barrow,False,False
Wrexham,False,False
Bradford,False,False
Crewe,False,False
Gillingham,False,False
Colchester,True,False
Harrogate,True,False
Morecambe,False,False
Mansfield,False,False
Stockport,False,False
Milton Keynes Dons,False,False
Doncaster,False,False
Newport County,True,False
Sutton,False,False
Notts County,False,False
Tranmere,False,False
Salford,False,False
Accrington,False,False
Swindon,True,False
Crawley Town,False,False
Walsall,False,False
Grimsby,False,False
Tranmere,False,False
Wrexham,False,False
Crewe,True,False
Milton Keynes Dons,False,False
Doncaster,False,False
Swindon,False,False
Grimsby,True,False
Gillingham,False,False
Harrogate,False,False
Barrow,False,False
Mansfield,False,False
Bradford,False,False
Morecambe,False,False
Salford,False,False
Newport County,False,False
AFC Wimbledon,False,False
Notts County,True,False
Accrington,False,False
Stockport,False,False
Crawley Town,False,False
Sutton,False,False
Forest Green,False,False
Walsall,False,False
Colchester,False,False
Bradford,False,False
Grimsby,False,False
Accrington,False,False
Mansfield,True,False
AFC Wimbledon,False,False
Stockport,False,False
Colchester,True,False
Tranmere,False,False
Crawley Town,True,False
Newport County,False,False
Forest Green,False,False
Crewe,True,False
Gillingham,False,False
Harrogate,False,False
Milton Keynes Dons,False,False
Notts County,False,False
Salford,False,False
Walsall,False,False
Swindon,True,False
Sutton,False,False
Wrexham,False,False
Doncaster,False,False
Salford,False,False
Notts County,True,False
Accrington,True,False
Sutton,False,False
AFC Wimbledon,False,False
Crewe,False,False
Bradford,False,False
Harrogate,False,False
Colchester,False,False
Mansfield,False,False
Crawley Town,False,False
Tranmere,False,False
Forest Green,False,False
Doncaster,False,False
Gillingham,False,False
Morecambe,False,False
Milton Keynes Dons,False,False
Stockport,False,False
Newport County,False,False
Barrow,False,False
Swindon,True,False
Walsall,False,False
Wrexham,True,False
Grimsby,False,False
Crewe,False,False
Colchester,False,False
Doncaster,False,False
Gillingham,False,False
Grimsby,False,False
Crawley Town,False,False
Harrogate,False,False
Salford,False,False
Mansfield,False,False
Barrow,False,False
Morecambe,False,False
Swindon,False,False
Newport County,False,False
Bradford,True,False
Notts County,False,False
Forest Green,False,False
Stockport,True,False
Wrexham,False,False
Sutton,False,False
Milton Keynes Dons,False,False
Tranmere,True,False
Accrington,False,False
Walsall,False,False
AFC Wimbledon,True,False
Accrington,False,False
Stockport,True,False
AFC Wimbledon,True,False
Tranmere,False,False
Barrow,False,False
Doncaster,False,False
Bradford,False,False
Walsall,True,False
Colchester,False,False
Notts County,False,False
Crawley Town,True,False
Sutton,False,False
Forest Green,False,False
Morecambe,False,False
Gillingham,False,False
Mansfield,False,False
Milton Keynes Dons,False,False
Harrogate,False,False
Salford,False,False
Newport County,False,False
Swindon,False,False
Grimsby,False,False
Wrexham,False,False
Crewe,False,False
Crewe,True,False
Gillingham,False,False
Doncaster,True,False
Crawley Town,False,False
Grimsby,False,False
Barrow,False,False
Harrogate,False,False
AFC Wimbledon,False,False
Mansfield,False,False
Wrexham,False,False
Morecambe,False,False
Accrington,False,False
Newport County,False,False
Colchester,False,False
Notts County,True,False
Swindon,False,False
Stockport,True,False
Forest Green,False,False
Sutton,False,False
Salford,True,False
Tranmere,False,False
Bradford,False,False
Walsall,False,False
Milton Keynes Dons,False,False
Accrington,False,False
Forest Green,False,False
Barrow,False,False
Notts County,False,False
Bradford,False,False
Swindon,False,False
Colchester,False,False
Morecambe,True,False
Crawley Town,False,False
Wrexham,False,False
Gillingham,False,False
Milton Keynes Dons,False,False
Mansfield,False,False
AFC Wimbledon,False,False
Newport County,False,False
Harrogate,False,False
Salford,True,False
Crewe,False,False
Stockport,False,False
Doncaster,False,False
Sutton,True,False
Walsall,False,False
Tranmere,False,False
Grimsby,False,False
Notts County,False,False
Mansfield,True,False
AFC Wimbledon,False,False
Bradford,False,False
Crewe,True,False
Tranmere,False,False
Doncaster,True,False
Sutton,False,False
Forest Green,True,False
Colchester,False,False
Grimsby,False,False
Accrington,True,False
Harrogate,False,False
Stockport,True,False
Milton Keynes Dons,False,False
Barrow,False,False
Swindon,True,False
Newport County,False,False
Walsall,True,False
Gillingham,False,False
Wrexham,False,False
Salford,False,False
Newport County,False,False
Walsall,False,False
Tranmere,False,False
Doncaster,False,False
Accrington,False,False
Milton Keynes Dons,False,False
Barrow,False,False
AFC Wimbledon,False,False
Bradford,False,False
Wrexham,False,False
Colchester,False,False
Harrogate,False,False
Crawley Town,False,False
Crewe,True,False
Gillingham,False,False
Notts County,False,False
Salford,False,False
Swindon,False,False
Stockport,False,False
Grimsby,False,False
Sutton,False,False
Morecambe,False,False
AFC Wimbledon,False,False
Accrington,True,False
Crewe,False,False
Stockport,True,False
Doncaster,False,False
Salford,True,False
Forest Green,False,False
Barrow,True,False
Grimsby,False,False
Colchester,False,False
Harrogate,False,False
Mansfield,True,False
Milton Keynes Dons,True,False
Bradford,False,False
Morecambe,False,False
Tranmere,False,False
Notts County,True,False
Newport County,False,False
Swindon,False,False
Gillingham,False,False
Walsall,False,False
Crawley Town,False,False
Wrexham,False,False
Sutton,False,False
Accrington,False,False
Colchester,False,False
Barrow,False,False
Salford,False,False
Doncaster,False,False
Grimsby,False,False
Forest Green,False,False
Crawley Town,False,False
Gillingham,False,False
Newport County,True,False
Harrogate,False,False
Crewe,False,False
Mansfield,False,False
Walsall,False,False
Milton Keynes Dons,False,False
Swindon,False,False
Morecambe,True,False
AFC Wimbledon,False,False
Notts County,False,False
Wrexham,True,False
Stockport,True,False
Tranmere,False,False
Sutton,False,False
Bradford,False,False
Barrow,False,False
Morecambe,False,False
Colchester,True,False
Swindon,False,False
AFC Wimbledon,True,False
Doncaster,False,False
Bradford,False,False
Barrow,False,False
Colchester,False,False
Sutton,False,False
Crawley Town,True,False
Accrington,False,False
Crewe,False,False
Notts County,False,False
Grimsby,False,False
Morecambe,False,False
Newport County,False,False
Milton Keynes Dons,False,False
Salford,False,False
Mansfield,False,False
Swindon,False,False
Stockport,True,False
Tranmere,True,False
Forest Green,False,False
Walsall,False,False
Harrogate,False,False
Wrexham,True,False
Gillingham,False,False
Notts County,True,False
Bradford,False,False
Accrington,True,False
Wrexham,False,False
Barrow,False,False
Crawley Town,False,False
Forest Green,False,False
Grimsby,False,False
Gillingham,True,False
Salford,False,False
Harrogate,False,False
Swindon,False,False
Mansfield,True,False
Newport County,False,False
Stockport,True,False
Colchester,False,False
Sutton,False,False
Tranmere,False,False
AFC Wimbledon,True,False
Notts County,False,False
Bradford,False,False
Accrington,False,False
Colchester,False,False
Barrow,True,False
Crawley Town,False,False
Harrogate,False,False
Crewe,False,False
Doncaster,False,False
Grimsby,False,False
Sutton,False,False
Newport County,False,False
Stockport,False,False
Salford,False,False
Milton Keynes Dons,True,False
Swindon,False,False
Mansfield,False,False
Tranmere,True,False
Gillingham,False,False
Walsall,False,False
Forest Green,False,False
Wrexham,True,False
Morecambe,False,False
Accrington,False,False
Swindon,False,False
Barrow,True,False
Walsall,False,False
Doncaster,True,False
Colchester,False,False
Forest Green,False,False
Bradford,True,False
Gillingham,False,False
AFC Wimbledon,False,False
Harrogate,False,False
Wrexham,False,False
Mansfield,False,False
Tranmere,False,False
Milton Keynes Dons,False,False
Grimsby,False,False
Morecambe,False,False
Newport County,False,False
Notts County,True,False
Crawley Town,False,False
Stockport,False,False
Salford,False,False
Sutton,False,False
Crewe,False,False
Accrington,False,False
Doncaster,False,False
AFC Wimbledon,True,False
Swindon,False,False
Colchester,False,False
Crawley Town,False,False
Grimsby,False,False
Crewe,False,False
Morecambe,False,False
Stockport,False,False
Notts County,False,False
Walsall,False,False
Tranmere,False,False
Newport County,False,False
Crawley Town,False,False
Mansfield,True,False
Crewe,False,False
Accrington,False,False
Doncaster,False,False
Morecambe,True,False
Gillingham,False,False
Bradford,True,False
Harrogate,True,False
Notts County,False,False
Milton Keynes Dons,True,False
Forest Green,False,False
Newport County,False,False
Grimsby,False,False
Salford,False,False
AFC Wimbledon,False,False
Stockport,True,False
Sutton,False,False
Swindon,False,False
Barrow,True,False
Walsall,False,False
Tranmere,False,False
Wrexham,False,False
Colchester,False,False
Forest Green,False,False
Gillingham,False,False
Colchester,False,False
Salford,False,False
Crawley Town,False,False
AFC Wimbledon,False,False
Crewe,False,False
Barrow,True,False
Doncaster,False,False
Bradford,True,False
Stockport,False,False
Notts County,False,False
Accrington,False,False
Walsall,False,False
Grimsby,False,False
Harrogate,False,False
Morecambe,False,False
Milton Keynes Dons,True,False
Sutton,False,False
Mansfield,True,False
Tranmere,False,False
Swindon,False,False
Wrexham,True,False
Newport County,False,False
Mansfield,True,False
Grimsby,False,False
Gillingham,False,False
Crawley Town,True,False
AFC Wimbledon,False,False
Sutton,False,False
Barrow,False,False
Stockport,False,False
Bradford,False,False
Morecambe,False,False
Harrogate,False,False
Accrington,False,False
Milton Keynes Dons,False,False
Colchester,False,False
Newport County,True,False
Forest Green,False,False
Notts County,True,False
Doncaster,False,False
Salford,False,False
Tranmere,True,False
Swindon,False,False
Wrexham,False,False
Walsall,True,False
Crewe,False,False
AFC Wimbledon,True,False
Colchester,False,False
Barrow,False,False
Accrington,False,False
Bradford,False,False
Stockport,False,False
Gillingham,False,False
Sutton,False,False
Harrogate,False,False
Tranmere,True,False
Mansfield,False,False
Doncaster,False,False
Milton Keynes Dons,True,False
Crawley Town,False,False
Newport County,False,False
Crewe,False,False
Notts County,True,False
Morecambe,False,False
Salford,False,False
Grimsby,True,False
Swindon,False,False
Forest Green,False,False
Walsall,True,False
Wrexham,False,False
Accrington,True,False
Salford,False,False
Colchester,False,False
Gillingham,False,False
Crawley Town,True,False
Swindon,False,False
Crewe,False,False
Bradford,False,False
Doncaster,True,False
Milton Keynes Dons,False,False
Forest Green,False,False
AFC Wimbledon,False,False
Grimsby,False,False
Walsall,True,False
Morecambe,False,False
Harrogate,False,False
Stockport,False,False
Mansfield,True,False
Sutton,False,False
Newport County,False,False
Tranmere,True,False
Notts County,False,False
Wrexham,True,False
Barrow,False,False
Harrogate,True,False
Doncaster,False,False
Barrow,False,False
Tranmere,False,False
Bradford,False,False
Crawley Town,True,False
Mansfield,False,False
Crewe,False,False
Salford,False,False
Forest Green,False,False
Swindon,False,False
Colchester,False,False
Accrington,False,False
Gillingham,False,False
Colchester,False,False
Bradford,False,False
Crawley Town,False,False
Salford,False,False
Crewe,False,False
Swindon,False,False
Doncaster,False,False
Newport County,False,False
Forest Green,False,False
Harrogate,True,False
Grimsby,False,False
Notts County,False,False
Morecambe,False,False
Mansfield,False,False
Stockport,True,False
Walsall,False,False
Sutton,False,False
Barrow,False,False
Tranmere,False,False
Milton Keynes Dons,False,False
Wrexham,True,False
AFC Wimbledon,False,False
Barrow,False,False
Crewe,True,False
Gillingham,False,False
Forest Green,False,False
Milton Keynes Dons,False,False
Morecambe,False,False
Newport County,False,False
Wrexham,False,False
Bradford,False,False
Salford,False,False
Mansfield,False,False
Sutton,False,False
Milton Keynes Dons,True,False
AFC Wimbledon,False,False
AFC Wimbledon,False,False
Mansfield,False,False
Crewe,False,False
Salford,False,False
Doncaster,False,False
Stockport,True,False
Forest Green,False,False
Accrington,False,False
Grimsby,False,False
Tranmere,False,False
Milton Keynes Dons,False,False
Gillingham,False,False
Morecambe,False,False
Colchester,False,False
Notts County,False,False
Barrow,False,False
Swindon,True,False
Bradford,False,False
Walsall,False,False
Sutton,False,False
Sutton,False,False
Harrogate,False,False
Newport County,False,False
Swindon,False,False
Accrington,False,False
Grimsby,False,False
Barrow,False,False
Milton Keynes Dons,False,False
Bradford,False,False
AFC Wimbledon,False,False
Colchester,False,False
Forest Green,False,False
Crawley Town,False,False
Morecambe,False,False
Gillingham,False,False
Walsall,False,False
Mansfield,False,False
Notts County,False,False
Salford,True,False
Wrexham,False,False
Stockport,False,False
Harrogate,False,False
Sutton,False,False
Doncaster,False,False
Tranmere,False,False
Crewe,False,False
Notts County,False,False
Gillingham,True,False
AFC Wimbledon,True,False
Barrow,False,False
Crewe,False,False
Crawley Town,False,False
Doncaster,False,False
Tranmere,False,False
Forest Green,False,False
Mansfield,True,False
Grimsby,False,False
Stockport,True,False
Harrogate,False,False
Colchester,False,False
Milton Keynes Dons,False,False
Accrington,False,False
Morecambe,False,False
Sutton,False,False
Swindon,False,False
Salford,False,False
Walsall,False,False
Newport County,True,False
Wrexham,False,False
Bradford,False,False
Accrington,True,False
AFC Wimbledon,False,False
Barrow,False,False
Forest Green,False,False
Bradford,True,False
Milton Keynes Dons,False,False
Crawley Town,False,False
Walsall,False,False
Gillingham,False,False
Swindon,False,False
Mansfield,True,False
Harrogate,False,False
Newport County,False,False
Notts County,True,False
Salford,False,False
Doncaster,False,False
Stockport,False,False
Crewe,True,False
Sutton,False,False
Wrexham,False,False
Tranmere,False,False
Morecambe,False,False
AFC Wimbledon,False,False
Morecambe,False,False
Bradford,False,False
Sutton,False,False
Colchester,False,False
Accrington,False,False
Crawley Town,True,False
Forest Green,False,False
Crewe,False,False
Harrogate,False,False
Grimsby,False,False
Doncaster,True,False
Newport County,False,False
Gillingham,False,False
Salford,True,False
Barrow,False,False
Swindon,False,False
Milton Keynes Dons,False,False
Tranmere,True,False
Stockport,False,False
Walsall,False,False
Mansfield,False,False
Wrexham,False,False
Notts County,False,False
AFC Wimbledon,False,False
Crawley Town,False,False
Gillingham,False,False
Stockport,False,False
Milton Keynes Dons,False,False
Wrexham,False,False
Walsall,True,False
Morecambe,False,False
Accrington,False,False
Crawley Town,False,False
Doncaster,False,False
AFC Wimbledon,False,False
Forest Green,False,False
Tranmere,False,False
Gillingham,False,False
Wrexham,False,False
Harrogate,False,False
Walsall,True,False
Mansfield,True,False
Salford,False,False
Milton Keynes Dons,True,False
Newport County,False,False
Morecambe,False,False
Grimsby,False,False
Notts County,False,False
Crewe,True,False
Stockport,False,False
Swindon,False,False
Sutton,False,False
Colchester,False,False
Forest Green,False,False
Wrexham,False,False
Harrogate,False,False
Newport County,True,False
Notts County,False,False
Sutton,False,False
Salford,False,False
Colchester,False,False
Swindon,True,False
Tranmere,False,False
Walsall,False,False
Accrington,False,False
AFC Wimbledon,False,False
Milton Keynes Dons,False,False
Crewe,False,False
Morecambe,False,False
Grimsby,False,False
Forest Green,False,False
Newport County,False,False
