trigger_team,2up_triggered,comeback_occurred
St Pauli,True,False
Hertha,False,False
Osnabruck,False,False
Fortuna Dusseldorf,True,False
Paderborn,False,False
Braunschweig,False,False
Elversberg,False,False
Holstein Kiel,True,False
Hansa Rostock,False,False
Greuther Furth,False,False
Nurnberg,False,False
St Pauli,True,False
Hannover,False,False
Kaiserslautern,False,False
Hamburg,True,False
Wehen,False,False
Hertha,True,False
Schalke 04,False,False
Karlsruhe,True,False
Magdeburg,False,False
Braunschweig,True,False
Elversberg,False,False
Holstein Kiel,True,False
Hansa Rostock,False,False
Kaiserslautern,False,False
Fortuna Dusseldorf,True,False
Hertha,False,False
Nurnberg,False,False
Greuther Furth,False,False
Hamburg,False,False
Magdeburg,False,False
Hannover,True,False
Schalke 04,False,False
Karlsruhe,False,False
St Pauli,False,False
Paderborn,False,False
Wehen,False,False
Osnabruck,False,False
Hansa Rostock,True,False
Wehen,False,False
Paderborn,False,False
Hertha,False,False
Elversberg,False,False
Magdeburg,False,False
Hamburg,False,False
Kaiserslautern,False,False
Nurnberg,False,False
Holstein Kiel,True,False
Karlsruhe,False,False
St Pauli,False,False
Fortuna Dusseldorf,True,False
Braunschweig,False,False
Hannover,False,False
Schalke 04,False,False
Osnabruck,True,False
Greuther Furth,False,False
Greuther Furth,False,False
Kaiserslautern,False,False
Hertha,True,False
Hansa Rostock,False,False
Holstein Kiel,True,False
Osnabruck,False,False
Paderborn,False,False
Karlsruhe,False,False
Wehen,False,False
Fortuna Dusseldorf,True,False
Schalke 04,True,False
Nurnberg,False,False
Braunschweig,False,False
Hannover,False,False
Magdeburg,False,False
Hamburg,False,False
St Pauli,False,False
Elversberg,False,False
Elversberg,False,False
Schalke 04,False,False
Nurnberg,False,False
Paderborn,True,False
Fortuna Dusseldorf,False,False
Greuther Furth,False,False
Kaiserslautern,False,False
Wehen,False,False
Osnabruck,False,False
Braunschweig,True,False
Hamburg,False,False
Holstein Kiel,False,False
Hannover,False,False
St Pauli,False,False
Hansa Rostock,False,False
Magdeburg,True,False
Karlsruhe,False,False
Hertha,False,False
Hertha,False,False
Hannover,False,False
St Pauli,False,False
Hansa Rostock,False,False
Braunschweig,False,False
Hamburg,True,False
Holstein Kiel,False,False
Kaiserslautern,True,False
Paderborn,True,False
Elversberg,False,False
Schalke 04,False,False
Fortuna Dusseldorf,False,False
Magdeburg,False,False
Osnabruck,False,False
Nurnberg,False,False
Karlsruhe,False,False
Wehen,False,False
Greuther Furth,True,False
Fortuna Dusseldorf,True,False
Nurnberg,False,False
Hamburg,False,False
St Pauli,False,False
Greuther Furth,False,False
Braunschweig,False,False
Hansa Rostock,False,False
Karlsruhe,False,False
Kaiserslautern,True,False
Magdeburg,False,False
Elversberg,True,False
Hertha,False,False
Hannover,False,False
Paderborn,False,False
Wehen,False,False
Holstein Kiel,False,False
Osnabruck,False,False
Schalke 04,True,False
Magdeburg,False,False
Greuther Furth,False,False
Paderborn,False,False
Hamburg,False,False
Hertha,True,False
Kaiserslautern,False,False
Nurnberg,True,False
Elversberg,False,False
Schalke 04,False,False
Hansa Rostock,False,False
Holstein Kiel,False,False
Fortuna Dusseldorf,False,False
Braunschweig,False,False
Wehen,False,False
Karlsruhe,False,False
Hannover,False,False
St Pauli,True,False
Osnabruck,False,False
Elversberg,False,False
Karlsruhe,True,False
Fortuna Dusseldorf,False,False
Magdeburg,False,False
Greuther Furth,True,False
Schalke 04,False,False
Hamburg,True,False
Nurnberg,False,False
Hannover,False,False
Holstein Kiel,False,False
Hansa Rostock,False,False
Paderborn,False,False
Kaiserslautern,True,False
Braunschweig,False,False
Osnabruck,False,False
Hertha,False,False
Wehen,False,False
St Pauli,False,False
Almeria,False,False
Vallecano,True,False
Sevilla,False,False
Valencia,False,False
Sociedad,False,False
Girona,False,False
Las Palmas,False,False
Mallorca,False,False
Ath Bilbao,False,False
Real Madrid,True,False
Celta,False,False
Osasuna,True,False
Villarreal,False,False
Betis,False,False
Getafe,False,False
Barcelona,False,False
Cadiz,False,False
Alaves,False,False
Ath Madrid,True,False
Granada,False,False
Mallorca,False,False
Villarreal,False,False
Valencia,False,False
Las Palmas,False,False
Sociedad,False,False
Celta,False,False
Almeria,False,False
Real Madrid,True,False
Osasuna,False,False
Ath Bilbao,True,False
Girona,True,False
Getafe,False,False
Barcelona,True,False
Cadiz,False,False
Betis,False,False
Ath Madrid,False,False
Alaves,False,False
Sevilla,False,False
Granada,False,False
Vallecano,True,False
Las Palmas,False,False
Sociedad,False,False
Celta,False,False
Real Madrid,False,False
Cadiz,False,False
Almeria,False,False
Granada,False,False
Mallorca,False,False
Sevilla,False,False
Girona,False,False
Villarreal,False,False
Barcelona,False,False
Valencia,False,False
Osasuna,False,False
Ath Bilbao,True,False
Betis,False,False
Getafe,False,False
Alaves,False,False
Vallecano,False,False
Ath Madrid,True,False
Cadiz,True,False
Villarreal,False,False
Almeria,False,False
Celta,False,False
Sociedad,True,False
Granada,False,False
Real Madrid,False,False
Getafe,False,False
Alaves,False,False
Valencia,False,False
Betis,False,False
Vallecano,False,False
Girona,False,False
Las Palmas,False,False
Mallorca,False,False
Ath Bilbao,False,False
Osasuna,False,False
Barcelona,False,False
Vallecano,True,False
Alaves,False,False
Ath Bilbao,True,False
Cadiz,False,False
Valencia,True,False
Ath Madrid,False,False
Celta,False,False
Mallorca,False,False
Barcelona,True,False
Betis,False,False
Getafe,False,False
Osasuna,False,False
Villarreal,False,False
Almeria,False,False
Sevilla,False,False
Las Palmas,False,False
Real Madrid,False,False
Sociedad,False,False
Granada,False,False
Girona,True,False
Alaves,False,False
Ath Bilbao,True,False
Girona,True,False
Mallorca,False,False
Osasuna,False,False
Sevilla,False,False
Barcelona,False,False
Celta,False,False
Almeria,False,False
Valencia,False,False
Sociedad,False,False
Getafe,False,False
Vallecano,False,False
Villarreal,False,False
Betis,False,False
Cadiz,False,False
Las Palmas,False,False
Granada,False,False
Ath Madrid,True,False
Real Madrid,False,False
Sevilla,True,False
Almeria,False,False
Mallorca,False,False
Barcelona,False,False
Ath Bilbao,False,False
Getafe,False,False
Real Madrid,True,False
Las Palmas,False,False
Villarreal,False,False
Girona,False,False
Cadiz,False,False
Vallecano,False,False
Valencia,False,False
Sociedad,False,False
Celta,False,False
Alaves,False,False
Granada,False,False
Betis,False,False
Osasuna,False,False
Ath Madrid,True,False
Barcelona,False,False
Sevilla,False,False
Getafe,False,False
Villarreal,False,False
Vallecano,False,False
Mallorca,False,False
Girona,False,False
Real Madrid,True,False
Sociedad,True,False
Ath Bilbao,False,False
Almeria,False,False
Granada,False,False
Alaves,False,False
Osasuna,True,False
Ath Madrid,False,False
Cadiz,False,False
Betis,True,False
Valencia,False,False
Las Palmas,False,False
Celta,False,False
Ath Bilbao,True,False
Almeria,False,False
Cadiz,False,False
Girona,False,False
Real Madrid,True,False
Osasuna,False,False
Mallorca,False,False
Valencia,False,False
Sevilla,False,False
Vallecano,False,False
Villarreal,False,False
Las Palmas,False,False
Ath Madrid,False,False
Sociedad,False,False
Alaves,False,False
Betis,False,False
Celta,False,False
Getafe,False,False
Granada,False,False
Barcelona,False,False
Osasuna,True,False
Granada,False,False
Sociedad,False,False
Mallorca,False,False
Getafe,False,False
Betis,False,False
Sevilla,False,False
Real Madrid,False,False
Celta,False,False
Ath Madrid,True,False
Las Palmas,False,False
Vallecano,False,False
Girona,True,False
Almeria,False,False
Villarreal,False,False
Alaves,False,False
Barcelona,False,False
Ath Bilbao,False,False
Valencia,True,False
Cadiz,False,False
Girona,False,False
Celta,False,False
Almeria,False,False
Las Palmas,False,False
Barcelona,False,False
Real Madrid,False,False
Mallorca,False,False
Getafe,False,False
Cadiz,False,False
Sevilla,False,False
Betis,False,False
Osasuna,False,False
Vallecano,False,False
Sociedad,False,False
Ath Bilbao,False,False
Valencia,False,False
Ath Madrid,False,False
Alaves,False,False
Granada,False,False
Villarreal,False,False
Las Palmas,False,False
Ath Madrid,False,False
Osasuna,False,False
Girona,True,False
Betis,True,False
Mallorca,False,False
Celta,False,False
Sevilla,False,False
Sociedad,False,False
Barcelona,False,False
Alaves,False,False
Almeria,False,False
Valencia,False,False
Granada,False,False
Villarreal,False,False
Ath Bilbao,False,False
Real Madrid,False,False
Vallecano,False,False
Getafe,False,False
Cadiz,False,False
Ath Bilbao,False,False
Celta,False,False
Vallecano,False,False
Girona,False,False
Almeria,False,False
Sociedad,True,False
Granada,False,False
Getafe,False,False
Osasuna,False,False
Las Palmas,False,False
Real Madrid,True,False
Valencia,False,False
Barcelona,False,False
Alaves,False,False
Sevilla,False,False
Betis,False,False
Ath Madrid,True,False
Villarreal,False,False
Alaves,True,False
Granada,False,False
Vallecano,False,False
Barcelona,False,False
Valencia,False,False
Celta,False,False
Getafe,False,False
Almeria,False,False
Ath Madrid,False,False
Mallorca,False,False
Villarreal,True,False
Osasuna,False,False
Sociedad,False,False
Sevilla,False,False
Cadiz,False,False
Real Madrid,True,False
Betis,False,False
Las Palmas,False,False
Girona,False,False
Ath Bilbao,False,False
Mallorca,False,False
Cadiz,False,False
Las Palmas,True,False
Getafe,False,False
Girona,False,False
Valencia,False,False
Ath Bilbao,True,False
Vallecano,False,False
Real Madrid,True,False
Granada,False,False
Osasuna,False,False
Sociedad,False,False
Mallorca,False,False
Alaves,False,False
Almeria,False,False
Betis,False,False
Sevilla,False,False
Villarreal,False,False
Barcelona,False,False
Ath Madrid,False,False
Celta,False,False
Cadiz,False,False
Getafe,False,False
Valencia,False,False
Alaves,False,False
Las Palmas,False,False
Betis,False,False
Real Madrid,False,False
Villarreal,False,False
Sociedad,True,False
Mallorca,False,False
Sevilla,False,False
Ath Madrid,False,False
Almeria,False,False
Cadiz,False,False
Osasuna,False,False
Barcelona,False,False
Girona,True,False
Granada,False,False
Ath Bilbao,False,False
Vallecano,False,False
Celta,False,False
Osasuna,False,False
Vallecano,False,False
Celta,False,False
Granada,False,False
Ath Bilbao,True,False
Ath Madrid,False,False
Sevilla,False,False
Getafe,True,False
Valencia,False,False
Barcelona,False,False
Almeria,False,False
Mallorca,False,False
Sociedad,False,False
Betis,False,False
Las Palmas,False,False
Cadiz,False,False
Real Madrid,True,False
Villarreal,False,False
Girona,True,False
Alaves,False,False
Vallecano,False,False
Valencia,False,False
Ath Madrid,False,False
Getafe,False,False
Granada,False,False
Sevilla,True,False
Barcelona,False,False
Almeria,False,False
Ath Bilbao,False,False
Las Palmas,False,False
Villarreal,False,False
Celta,False,False
Betis,False,False
Girona,False,False
Cadiz,False,False
Sociedad,False,False
Alaves,False,False
Real Madrid,False,False
Mallorca,False,False
Osasuna,False,False
Ath Madrid,False,False
Sevilla,False,False
Getafe,False,False
Vallecano,True,False
Sociedad,False,False
Alaves,False,False
Valencia,True,False
Villarreal,False,False
Granada,True,False
Cadiz,False,False
Celta,False,False
Betis,False,False
Real Madrid,False,False
Mallorca,False,False
Girona,False,False
Ath Madrid,False,False
Osasuna,False,False
Almeria,False,False
Sevilla,False,False
Ath Bilbao,True,False
Las Palmas,False,False
Barcelona,False,False
Sevilla,False,False
Alaves,False,False
Las Palmas,True,False
Villarreal,False,False
Mallorca,False,False
Celta,False,False
Ath Bilbao,False,False
Sociedad,False,False
Betis,False,False
Granada,False,False
Almeria,False,False
Girona,False,False
Cadiz,False,False
Valencia,True,False
Alaves,False,False
Cadiz,False,False
Vallecano,False,False
Las Palmas,True,False
Villarreal,False,False
Mallorca,False,False
Valencia,False,False
Ath Bilbao,False,False
Celta,False,False
Sociedad,False,False
Osasuna,False,False
Getafe,False,False
Real Madrid,False,False
Almeria,False,False
Betis,False,False
Barcelona,True,False
Girona,True,False
Sevilla,False,False
Granada,False,False
Ath Madrid,False,False
Almeria,False,False
Alaves,True,False
Sociedad,False,False
Vallecano,False,False
Las Palmas,False,False
Real Madrid,False,False
Barcelona,False,False
Villarreal,True,False
Mallorca,False,False
Betis,False,False
Celta,False,False
Girona,False,False
Cadiz,False,False
Ath Bilbao,False,False
Sevilla,False,False
Osasuna,False,False
Ath Madrid,True,False
Valencia,False,False
Getafe,True,False
Granada,False,False
Barcelona,False,False
Osasuna,False,False
Ath Madrid,False,False
Vallecano,False,False
Getafe,False,False
Real Madrid,True,False
Ath Bilbao,True,False
Mallorca,False,False
Valencia,False,False
Almeria,False,False
Granada,False,False
Las Palmas,False,False
Alaves,False,False
Barcelona,True,False
Girona,False,False
Sociedad,False,False
Villarreal,False,False
Cadiz,False,False
Osasuna,False,False
Celta,True,False
Betis,False,False
Getafe,False,False
Real Madrid,False,False
Ath Madrid,False,False
Vallecano,False,False
Sevilla,False,False
Cadiz,False,False
Betis,True,False
Alaves,False,False
Villarreal,False,False
Sociedad,False,False
Osasuna,False,False
Real Madrid,True,False
Girona,False,False
Las Palmas,True,False
Valencia,False,False
Getafe,False,False
Celta,False,False
Mallorca,False,False
Vallecano,False,False
Sevilla,False,False
Ath Madrid,False,False
Barcelona,False,False
Granada,False,False
Almeria,False,False
Ath Bilbao,False,False
Villarreal,False,False
Getafe,False,False
Ath Madrid,True,False
Las Palmas,False,False
Osasuna,True,False
Cadiz,False,False
Celta,False,False
Barcelona,False,False
Valencia,False,False
Sevilla,False,False
Vallecano,False,False
Real Madrid,False,False
Granada,False,False
Almeria,False,False
Mallorca,False,False
Sociedad,False,False
Betis,False,False
Alaves,False,False
Ath Bilbao,False,False
Girona,False,False
Sociedad,False,False
Villarreal,True,False
Barcelona,True,False
Getafe,False,False
Alaves,False,False
Mallorca,False,False
Almeria,False,False
Ath Madrid,False,False
Cadiz,False,False
Celta,False,False
Betis,True,False
Ath Bilbao,False,False
Las Palmas,False,False
Osasuna,False,False
Real Madrid,False,False
Sevilla,False,False
Girona,True,False
Vallecano,False,False
Celta,False,False
Almeria,False,False
Sevilla,False,False
Sociedad,False,False
Vallecano,False,False
Cadiz,False,False
Getafe,False,False
Las Palmas,False,False
Valencia,False,False
Real Madrid,False,False
Villarreal,True,False
Granada,False,False
Ath Madrid,False,False
Betis,False,False
Mallorca,False,False
Girona,False,False
Ath Bilbao,False,False
Barcelona,False,False
Osasuna,False,False
Alaves,False,False
Barcelona,False,False
Mallorca,False,False
Valencia,False,False
Getafe,False,False
Cadiz,True,False
Ath Madrid,False,False
Granada,False,False
Sociedad,False,False
Girona,True,False
Osasuna,False,False
Alaves,False,False
Vallecano,False,False
Las Palmas,False,False
Ath Bilbao,True,False
Real Madrid,True,False
Celta,False,False
Betis,False,False
Villarreal,False,False
Almeria,False,False
Sevilla,False,False
Sociedad,True,False
Cadiz,False,False
Mallorca,False,False
Granada,False,False
Osasuna,False,False
Real Madrid,True,False
Getafe,False,False
Girona,False,False
Ath Bilbao,True,False
Alaves,False,False
Sevilla,False,False
Celta,False,False
Las Palmas,False,False
Almeria,False,False
Villarreal,False,False
Valencia,False,False
Vallecano,True,False
Betis,False,False
Ath Madrid,False,False
Barcelona,True,False
Cadiz,False,False
Granada,False,False
Getafe,False,False
Sevilla,False,False
Almeria,False,False
Osasuna,True,False
Valencia,False,False
Mallorca,False,False
Barcelona,False,False
Las Palmas,False,False
Celta,False,False
Vallecano,False,False
Girona,False,False
Betis,False,False
Alaves,False,False
Sociedad,False,False
Real Madrid,True,False
Ath Bilbao,False,False
Villarreal,False,False
Ath Madrid,False,False
Granada,False,False
Valencia,False,False
Betis,False,False
Celta,False,False
Ath Madrid,True,False
Girona,False,False
Vallecano,False,False
Getafe,False,False
Mallorca,False,False
Real Madrid,False,False
Cadiz,False,False
Barcelona,False,False
Las Palmas,False,False
Sevilla,True,False
Granada,True,False
Alaves,False,False
Ath Bilbao,False,False
Villarreal,False,False
Sociedad,False,False
Almeria,False,False
Osasuna,False,False
Valencia,False,False
Ath Bilbao,False,False
Granada,False,False
Celta,True,False
Las Palmas,False,False
Vallecano,False,False
Osasuna,False,False
Valencia,False,False
Betis,False,False
Girona,True,False
Cadiz,False,False
Getafe,False,False
Sociedad,False,False
Almeria,False,False
Villarreal,False,False
Alaves,True,False
Ath Madrid,False,False
Real Madrid,False,False
Barcelona,False,False
Sevilla,False,False
Mallorca,False,False
Sociedad,False,False
Real Madrid,False,False
Las Palmas,False,False
Girona,True,False
Almeria,False,False
Getafe,True,False
Alaves,True,False
Celta,False,False
Ath Madrid,True,False
Ath Bilbao,False,False
Cadiz,False,False
Mallorca,False,False
Granada,True,False
Osasuna,False,False
Villarreal,True,False
Vallecano,False,False
Betis,False,False
Sevilla,False,False
Barcelona,True,False
Valencia,False,False
Getafe,False,False
Ath Bilbao,True,False
Sociedad,True,False
Las Palmas,False,False
Real Madrid,True,False
Cadiz,False,False
Girona,True,False
Barcelona,False,False
Mallorca,False,False
Ath Madrid,False,False
Osasuna,False,False
Betis,True,False
Celta,False,False
Villarreal,False,False
Valencia,False,False
Alaves,False,False
Sevilla,True,False
Granada,False,False
Vallecano,False,False
Almeria,False,False
Alaves,False,False
Girona,False,False
Mallorca,False,False
Las Palmas,False,False
Villarreal,False,False
Sevilla,False,False
Granada,False,False
Real Madrid,True,False
Ath Bilbao,False,False
Osasuna,False,False
Cadiz,False,False
Getafe,False,False
Ath Madrid,False,False
Celta,False,False
Valencia,False,False
Vallecano,False,False
Betis,False,False
Almeria,False,False
Barcelona,True,False
Sociedad,False,False
Osasuna,False,False
Mallorca,False,False
Real Madrid,True,False
Alaves,False,False
Girona,False,False
Villarreal,False,False
Sevilla,False,False
Cadiz,False,False
Vallecano,False,False
Granada,False,False
Celta,False,False
Ath Bilbao,False,False
Getafe,False,False
Ath Madrid,True,False
Las Palmas,False,False
Betis,False,False
Almeria,False,False
Barcelona,True,False
Sociedad,False,False
Valencia,False,False
Alaves,False,False
Getafe,False,False
Ath Bilbao,True,False
Sevilla,False,False
Ath Madrid,False,False
Osasuna,True,False
Barcelona,True,False
Vallecano,False,False
Betis,False,False
Sociedad,True,False
Cadiz,False,False
Las Palmas,False,False
Granada,False,False
Celta,False,False
Mallorca,False,False
Almeria,False,False
Valencia,False,False
Girona,True,False
Villarreal,False,False
Real Madrid,False,False
Girona,True,False
Granada,False,False
Osasuna,False,False
Villarreal,False,False
Sociedad,False,False
Ath Madrid,True,False
Almeria,True,False
Cadiz,False,False
Vallecano,False,False
Ath Bilbao,False,False
Real Madrid,False,False
Betis,False,False
Getafe,False,False
Mallorca,False,False
Celta,False,False
Valencia,False,False
Las Palmas,False,False
Alaves,False,False
Sevilla,False,False
Barcelona,False,False
Empoli,False,False
Verona,False,False
Frosinone,False,False
Napoli,True,False
Genoa,False,False
Fiorentina,True,False
Inter,True,False
Monza,False,False
Roma,False,False
Salernitana,False,False
Sassuolo,False,False
Atalanta,True,False
Lecce,False,False
Lazio,False,False
Udinese,False,False
Juventus,True,False
Torino,False,False
Cagliari,False,False
Bologna,False,False
Milan,True,False
Frosinone,False,False
Atalanta,False,False
Monza,True,False
Empoli,False,False
Milan,True,False
Torino,False,False
Verona,False,False
Roma,False,False
Fiorentina,False,False
Lecce,False,False
Juventus,False,False
Bologna,False,False
Lazio,False,False
Genoa,False,False
Napoli,True,False
Sassuolo,False,False
Salernitana,False,False
Udinese,False,False
Cagliari,False,False
Inter,True,False
Sassuolo,True,False
Verona,False,False
Roma,False,False
Milan,False,False
Bologna,False,False
Cagliari,False,False
Udinese,False,False
Frosinone,False,False
Atalanta,True,False
Monza,False,False
Napoli,False,False
Lazio,False,False
Inter,True,False
Fiorentina,False,False
Torino,False,False
Genoa,False,False
Empoli,False,False
Juventus,True,False
Lecce,True,False
Salernitana,False,False
Juventus,True,False
Lazio,False,False
Inter,True,False
Milan,False,False
Genoa,False,False
Napoli,False,False
Cagliari,False,False
Udinese,False,False
Frosinone,True,False
Sassuolo,False,False
Monza,False,False
Lecce,False,False
Fiorentina,False,False
Atalanta,False,False
Roma,True,False
Empoli,False,False
Salernitana,False,False
Torino,True,False
Verona,False,False
Bologna,False,False
Salernitana,False,False
Frosinone,False,False
Lecce,False,False
Genoa,False,False
Milan,False,False
Verona,False,False
Sassuolo,True,False
Juventus,False,False
Lazio,False,False
Monza,False,False
Empoli,False,False
Inter,False,False
Atalanta,True,False
Cagliari,False,False
Udinese,False,False
Fiorentina,True,False
Bologna,False,False
Napoli,False,False
Torino,False,False
Roma,False,False
Juventus,False,False
Lecce,False,False
Cagliari,False,False
Milan,True,False
Empoli,False,False
Salernitana,False,False
Verona,False,False
Atalanta,False,False
Inter,False,False
Sassuolo,False,False
Lazio,True,False
Torino,False,False
Napoli,True,False
Udinese,False,False
Frosinone,False,False
Fiorentina,False,False
Monza,False,False
Bologna,False,False
Genoa,True,False
Roma,False,False
Lecce,False,False
Napoli,True,False
Milan,True,False
Lazio,False,False
Salernitana,False,False
Inter,True,False
Bologna,True,False
Empoli,False,False
Udinese,False,False
Genoa,False,False
Atalanta,False,False
Juventus,False,False
Roma,True,False
Frosinone,False,False
Sassuolo,False,False
Monza,False,False
Torino,False,False
Verona,False,False
Fiorentina,True,False
Cagliari,False,False
Empoli,False,False
Udinese,False,False
Lecce,False,False
Sassuolo,False,False
Inter,False,False
Bologna,False,False
Juventus,True,False
Torino,False,False
Genoa,False,False
Milan,False,False
Monza,True,False
Salernitana,False,False
Frosinone,False,False
Verona,False,False
Lazio,False,False
Atalanta,False,False
Cagliari,False,False
Roma,True,False
Napoli,False,False
Fiorentina,True,False
Verona,False,False
Napoli,True,False
Torino,False,False
Inter,True,False
Sassuolo,False,False
Lazio,True,False
Roma,False,False
Monza,False,False
Bologna,False,False
Frosinone,False,False
Salernitana,False,False
Cagliari,False,False
Atalanta,True,False
Genoa,False,False
Milan,False,False
Juventus,False,False
Udinese,False,False
Lecce,False,False
Fiorentina,False,False
Empoli,True,False
Genoa,False,False
Salernitana,False,False
Sassuolo,False,False
Bologna,False,False
Lecce,False,False
Torino,False,False
Juventus,False,False
Verona,False,False
Cagliari,False,False
Frosinone,False,False
Monza,False,False
Udinese,False,False
Inter,False,False
Roma,False,False
Napoli,False,False
Milan,False,False
Empoli,False,False
Atalanta,True,False
Lazio,False,False
Fiorentina,False,False
Bologna,False,False
Lazio,False,False
Salernitana,False,False
Napoli,True,False
Atalanta,False,False
Inter,False,False
Milan,False,False
Udinese,False,False
Verona,False,False
Monza,True,False
Cagliari,False,False
Genoa,False,False
Roma,False,False
Lecce,False,False
Fiorentina,False,False
Juventus,False,False
Frosinone,False,False
Empoli,False,False
Torino,False,False
Sassuolo,False,False
Sassuolo,False,False
Salernitana,False,False
Genoa,False,False
Verona,False,False
Lecce,False,False
Milan,False,False
Juventus,False,False
Cagliari,False,False
Monza,False,False
Torino,False,False
Napoli,False,False
Empoli,False,False
Fiorentina,False,False
Bologna,False,False
Udinese,False,False
Atalanta,False,False
Lazio,False,False
Roma,False,False
Inter,True,False
Frosinone,False,False
Salernitana,False,False
Lazio,False,False
Atalanta,False,False
Napoli,False,False
Milan,False,False
Fiorentina,False,False
Cagliari,False,False
Monza,False,False
Empoli,False,False
Sassuolo,False,False
Frosinone,False,False
Genoa,False,False
Roma,True,False
Udinese,False,False
Juventus,False,False
Inter,False,False
Verona,False,False
Lecce,False,False
Bologna,True,False
Torino,False,False
Monza,False,False
Juventus,False,False
Genoa,False,False
Empoli,False,False
Lazio,False,False
Cagliari,False,False
Milan,True,False
Frosinone,False,False
Lecce,False,False
Bologna,False,False
Fiorentina,True,False
Salernitana,False,False
Udinese,False,False
Verona,False,False
Sassuolo,False,False
Roma,False,False
Napoli,False,False
Inter,True,False
Torino,True,False
Atalanta,False,False
Juventus,False,False
Napoli,False,False
Verona,False,False
Lazio,False,False
Atalanta,False,False
Milan,False,False
Inter,True,False
Udinese,False,False
Frosinone,False,False
Torino,False,False
Monza,False,False
Genoa,False,False
Salernitana,False,False
Bologna,False,False
Roma,False,False
Fiorentina,False,False
Empoli,False,False
Lecce,False,False
Cagliari,False,False
Sassuolo,False,False
Genoa,False,False
Juventus,False,False
Lecce,False,False
Frosinone,False,False
Napoli,False,False
Cagliari,False,False
Torino,False,False
Empoli,False,False
Milan,True,False
Monza,False,False
Fiorentina,False,False
Verona,False,False
Udinese,False,False
Sassuolo,False,False
Bologna,True,False
Roma,False,False
Lazio,False,False
Inter,True,False
Atalanta,True,False
Salernitana,False,False
Empoli,False,False
Lazio,True,False
Sassuolo,False,False
Genoa,False,False
Monza,False,False
Fiorentina,False,False
Salernitana,False,False
Milan,False,False
Frosinone,False,False
Juventus,False,False
Bologna,False,False
Atalanta,False,False
Torino,False,False
Udinese,False,False
Inter,True,False
Lecce,False,False
Verona,True,False
Cagliari,False,False
Roma,True,False
Napoli,False,False
Fiorentina,False,False
Torino,False,False
Napoli,False,False
Monza,False,False
Genoa,False,False
Inter,False,False
Lazio,True,False
Frosinone,False,False
Atalanta,False,False
Lecce,False,False
Cagliari,False,False
Empoli,False,False
Udinese,True,False
Bologna,False,False
Milan,False,False
Sassuolo,False,False
Verona,False,False
Salernitana,False,False
Juventus,False,False
Roma,False,False
Bologna,False,False
Genoa,False,False
Inter,False,False
Verona,False,False
Frosinone,False,False
Monza,False,False
Lecce,False,False
Cagliari,False,False
Sassuolo,False,False
Fiorentina,False,False
Empoli,False,False
Milan,True,False
Torino,True,False
Napoli,False,False
Udinese,False,False
Lazio,False,False
Salernitana,False,False
Juventus,False,False
Roma,False,False
Atalanta,False,False
Genoa,False,False
Torino,False,False
Napoli,False,False
Salernitana,False,False
Verona,False,False
Empoli,False,False
Monza,False,False
Inter,True,False
Lazio,False,False
Lecce,False,False
Cagliari,False,False
Bologna,False,False
Fiorentina,False,False
Udinese,False,False
Milan,True,False
Roma,False,False
Atalanta,True,False
Frosinone,False,False
Juventus,True,False
Sassuolo,False,False
Roma,False,False
Verona,False,False
Udinese,False,False
Milan,False,False
Frosinone,True,False
Cagliari,False,False
Empoli,True,False
Monza,False,False
Salernitana,False,False
Genoa,False,False
Lecce,False,False
Juventus,True,False
Cagliari,False,False
Torino,False,False
Atalanta,True,False
Udinese,False,False
Juventus,False,False
Empoli,False,False
Milan,False,False
Bologna,False,False
Genoa,False,False
Lecce,False,False
Monza,False,False
Sassuolo,False,False
Verona,False,False
Frosinone,False,False
Lazio,False,False
Napoli,False,False
Fiorentina,False,False
Inter,False,False
Salernitana,False,False
Roma,False,False
Lecce,False,False
Fiorentina,False,False
Empoli,False,False
Genoa,False,False
Udinese,False,False
Monza,False,False
Frosinone,False,False
Milan,False,False
Bologna,True,False
Sassuolo,False,False
Torino,False,False
Salernitana,False,False
Napoli,False,False
Verona,False,False
Atalanta,True,False
Lazio,False,False
Inter,False,False
Juventus,False,False
Roma,True,False
Cagliari,False,False
Salernitana,False,False
Empoli,True,False
Cagliari,False,False
Lazio,True,False
Roma,False,False
Inter,True,False
Sassuolo,False,False
Torino,False,False
Fiorentina,True,False
Frosinone,False,False
Bologna,True,False
Lecce,False,False
Monza,False,False
Verona,False,False
Genoa,False,False
Atalanta,True,False
Milan,False,False
Napoli,False,False
Juventus,False,False
Udinese,False,False
Bologna,True,False
Fiorentina,False,False
Torino,True,False
Lecce,False,False
Inter,True,False
Salernitana,False,False
Napoli,False,False
Genoa,False,False
Verona,False,False
Juventus,False,False
Atalanta,True,False
Sassuolo,False,False
Lazio,False,False
Bologna,False,False
Empoli,False,False
Fiorentina,False,False
Udinese,False,False
Cagliari,False,False
Frosinone,False,False
Roma,True,False
Monza,True,False
Milan,False,False
Torino,False,False
Lazio,True,False
Bologna,True,False
Verona,False,False
Sassuolo,False,False
Empoli,False,False
Salernitana,False,False
Monza,True,False
Genoa,True,False
Udinese,False,False
Juventus,False,False
Frosinone,False,False
Cagliari,False,False
Napoli,False,False
Lecce,False,False
Inter,True,False
Milan,False,False
Atalanta,False,False
Roma,False,False
Torino,False,False
Fiorentina,False,False
Lazio,False,False
Sassuolo,False,False
Napoli,True,False
Inter,True,False
Atalanta,False,False
